company,name,location,salary,edu,experience,skills,demand,company_type,company_nature,company_scale
万得,Web前端开发,承德,6-11K,大专,5-10年,HTML CSS JavaScript,"前端开发工程师1、掌握DOM, Javascript, jQuery, HTML, CSS, Ajax 等前端技术2、熟悉W3C标准与ES规范，熟悉Web语义化3、熟练掌握盒模型、常用布局以及浏览器和移动设备兼容性熟练使用至少一种JS框架，熟悉Vue、React等，掌握其原理，能独立开发常用组件4、练使用各种调试、抓包工具，能独立分析、解决和归纳问题5、性能优化经验、练使用Git或者SVN6、有较强的合作精神与抗压力职位描述：1、负责公司前端表现层、页面制作，为客户提供体验性，易用性，稳定性等。2、分析和解决前端遇到的各种技术、性能、跨终端兼容问题。3、完成前端核心业务代码优化及Js组件的封装，简化前端开发",其他,民营公司,少于50人
上海述轲,虚拟化工程师,上海,12-15K,本科,1-3年,PC VMWare 虚拟化,任职要求：1、思想积极端正；2、两年或以上相关岗位的IT工作经验，有金融行业经历者优先；3、熟悉PC服务器硬件结构；掌握VMWare虚拟化技术，了解KVM虚拟化技术；了解Linux和windows等操作系统；了解存储和网络技术；4、具备一定的脚本编程能力。,其他,外资（欧美）,10000人以上
优视科技有限公司,阿里巴巴创新事业群-大数据研发专家,德州,30-50K,本科,10年以上,数据仓库 ETL 数据架构师 数据治理 数据分析,"团队介绍1、参与浏览器、信息流、医疗与创新业务的数据体系的建设，包括统一的离线／实时数据架构、数据仓库等；2、参与面向业务的的数据建模、数据研发，通过数据中台工具的建设和落地，让数据中台工具更好为业务赋能。职位描述1、有数据中台建设经验，熟悉数据建模的理论与实践；2、具备丰富的互联网行业大型数据仓库架构设计、模型设计、ETL设计开发、数据治理等相关经验，有基于分布式计算平台（Hadoop,Hive）的海量数据研发经验；3、具备一定的JAVA、Python语言的开发能力，熟悉storm/spark streaming/flink中一种或多种流式计算框架；4、有数据分析、用户画像、机器学习等设计、开发经验者优先；5、良好的语言沟通与表达能力和自我驱动动力。",互联网,上市公司,1000-5000人
吉利控股集团,信息安全体系工程师,龙岩,18-23K,本科,3-5年,安全体系架构和研发 IT审计经验 熟悉ISO27001标准,1. 负责安全管理体系的规划、纵深建设和横向扩展，推动、协助集团内企业安全管理体系建设；2. 负责信息安全相关制度、标准、规范建立与完善，推动内部安全管理流程的优化改进；3. 负责信息安全管理工具与平台的策略标准建设以及策略的审计验证；4 负责参与业务方案的安全评审与安全需求评估；5. 负责代表公司参与外部信息安全标准的制定；6. 跟踪和研究业界信息安全管理与技术的发展，结合现有信息安全工作开展现状提出合理、有效的改进意见，定期输出研究报告；7.负责国内外法律法规的解读，包括隐私保护、GDPR、ISO27001、数据安全、CSMS等转化为技术语言进行落地实施；8. 负责组织集团内网络安全等保测评、以及国内外信息安全认证审核工作。9.定期进行信息安全培训（E-learning 线上培训和现场培训）；,其他,上市公司,500-1000人
上海德衡数据,后端开发工程师,上海,14-24K,本科,3-5年,Golang,岗位职责：1、设计与实现golang开发程序；2、根据要求实现业务流程具体功能。任职要求：1、本科及以上计算机专业，2年以上golang开发经验；2、掌握Mysql、Redis等Sql，了解Sql相关优化及使用；3、熟悉IDEA等开发软件操作；4、熟悉Linux及服务器相关知识；5、责任心强，有良好的学习能力、沟通能力和团队意识。,互联网,民营公司,150-500人
亚马逊,全栈开发工程师,珠海,27-45K,本科,经验不限,全栈无侧重,"Amazon Web Services职位：亚马逊云科技Solutions Builder地点：上海、北京	工作内容:1.架构、设计和构建解决方案，以解决常见的业务和技术问题2.参与解决方案的产品管理及市场推广活动;3.参与解决方案研发的全生命周期，包括创意，原型，开发，测试安全检查和发布;4.领导架构设计，或参与架构设计评审5.获取并与亚马逊云科技解决方案架构师社区分享最佳实践知识。需要你:1.拥有计算机科学等相关学士学位;2.掌握至少一门流行编程语言,包括但不限于 TypeScript,Python,Go, Java;3.具备无服务器，容器，大数据，DevOps，安全，自动化测试高性能计算等一个或多个领域经验;4.熟悉敏捷开发模式。希望你:1.拥有计算机科学等相关硕士学位2.丰富的项目管理能力，较强的客户沟通、团队协调及资源组织能3.具备一定的商业敏感度，善于从业务层面捕捉和挖掘商业机会英语语言能力，跨国团队协作及沟通能力。工作主动积极，主人翁精神。",其他,外资（欧美）,150-500人
字节跳动,测试开发专家,日照,24-33K,本科,3-5年,自动化测试 Python Golang MySQL 计算机相关专业 测试工作经验 自动化测试经验,职位描述1、负责搭建字节跳动相关电商业务的质量工具体系；2、负责自动化、测试工具、质量平台、效能工程等工程效能相关的架构设计与研发；3、思考业务对工具平台的诉求，进行工具平台的优化、创新，提升业务测试质量和效率；4、创造行业级技术领先的质量平台，大幅提升研发效能，优化产品质量。职位要求1、5年以上工作经验，本科及以上学历，计算机、软件工程、应用数学等专业优先；2、熟练掌握至少Java、C/C++、Python、Go一门编程语言，熟悉常用中间件、存储；3、拥有丰富的业务质量或质量专项建设经验，并熟悉如何评估测试能力和质量治理结果；4、有较强的逻辑思维能力、一定抗压能力、团队协作沟通能力以及冲突管理的能力；5、有流程优化和创新意识，能主动通过技术手段提升产品质量与测试效率。工作地：北京，杭州，上海,其他,上市公司,1000-5000人
锐意科技,售前技术支持,保定,7-9K,大专,5-10年,医疗/大健康信息化项目 系统集成 云服务 计算机/通信相关专业 售前技术支持经验 可适应出差,1、负责配合销售人员前期工作；2、负责项目现场的前期踏勘；3、负责设计方案的编制工作；4、负责设计图纸得绘制工作；5、负责设备清单配置工作；6、负责PPT汇报方案的编制及讲解工作；7、负责前期与用户方的技术沟通及答疑；8、负责投标或方案的技术选型工作；9、负责招标或投标文件的编制工作；10、保守公司商业秘密；11、公司安排的其他工作。任职要求：1.有5年以上信息化售前经验，专业知识强，知识面广，精通网络知识、主流操作系统、主流数据库软件等，有过大中型网络的实施经验；2.熟悉系统集成十个以上子系统，了解主流计算机网络产品、综合布线系统、安防产品、门禁产品、机房等设备的系统原理。3.熟练安装、配置Windows、Linux等网络操作系统；4.熟练配置一至二个品牌的安全产品和网络产品；5.具备一定的文档撰写能力；6.熟练使用办公软件，如Word、Excel、Powerpoint、Viso等；熟练使用应用软件，如AutoCAD、Photoshop、广联达等；7.有相关专业证书优先，CCNA、CCNP、CCIE、建筑工程师一级、二级等。加分项有以下行业经验：大数据·计算机软件·智能硬件,互联网,上市公司,1000-5000人
北龙泽达,web全栈工程师,北京,17-27K,本科,5天/周 5个月,知识图谱 neo4j cytoscape g6,AbutionGraph（首款时序动态知识图谱数据仓库）应用团队，在中科院硕博实验室办公，创始人带队！岗位职责： 1、负责使用Vue、React技术做相关程序开发；2、参与前端项目的功能设计、技术开发、调试和维护（Vue、react、Webpack技术栈）；3、开发项目中涉及到的交互效果、功能插件；4、配合后端技术将数据可视化，涉及Ant g6、cytoscape.js等框架；5、开发项目中涉及到的图形可视化、点线图的渲染； 6、关注业界技术发展，探索新的开发模式和技巧，优化数据可视化出图能力。 任职要求： 1、2年以上前端开发工作经验； 2、熟练掌握 HTML/CSS/JavaScript 等前端基础技术； 3、能写出高质量的代码，具有良好的编码风格，了解各种设计模式； 4、至少掌握 React/Vue/Angular 其中一种框架，了解设计原理，阅读源码没有困难； 5、有参与大型项目的经历，能够应对复杂业务逻辑场景下的产品研发； 6、有较好的理解能力，能够对页面涉及的分析模型与数据特征有深入理解； 7、有数据可视化相关开发经验优先（掌握 Canvas/SVG/WebGL 等 Web 渲染技术及标准，熟悉 AntV/G2/G6/ECharts 等开源库）。AbutionGraph简介：1、端到端的大规模实时图分析-GraphHybridOLAP引擎；2、下一代知识库，代替时序数据库+实时数仓+传统图数据库；3、时序动态图谱，未来十年-科技2030“新一代AI”技术。期待一起探索各行各业丰富有趣的应用场景，包括但不限于：智能问答、飞机制造、个性化推荐、金融风控、军工情报、loT监控、零售医疗、智慧城市、数字孪生...,其他,民营公司,50-150人
盟鼎数据,版本发布工程师,上海,6-10K,初中及以下,1-3年,系统运维 计算机相关专业 运维经验 运维开发经验 Jenkins SQL,"工作职责1、负责公司业务项目的版本管理。包括发布管理、变更管理、自动化发布脚本的编写等。2、负责项目中Linux系统维护，包括操作系统的安装、补丁升级、安全配置基线加固。3、为项目组提供日常的电脑维护、工具使用培训和支持。岗位要求1. 大专及以上学历，1年以上工作经验2、熟练使用代码版本管理系统，变更管理系统。（SVN等）3、具备持续集成系统的使用经验。（Jenkins等）4、.熟悉数据库使用，掌握SQL语句。（Oracle,MySql等）5、.熟悉Linux操作系统的部署与基本操作。6、有良好的学习能力和理解能力，语言表达通畅；有JAVA开发经验者优先硬性要求：●会使用Git●会使用和配置Jenkins●会手动打包发布Java项目●会使用简单的Linux命令●有toB发布经验●会写比较简单的shell或者python脚本",互联网,国企,5000-10000人
